container_id,model,bias,actual_std,pred_std,amplitude_ratio,pearson_r,phase_lag_steps,mae,rmse,r2
c_14396,gru,0.07000409590968555,0.10404797504699322,0.008820419199764729,0.08477261759088527,-0.13994620415899045,74.0,0.10815262419635223,0.12673288724736612,-0.4835814458581378
c_14396,ridge,0.06718921487408665,0.10404797504699322,0.02022401835165746,0.19437205137844626,0.11325129224288799,-16.0,0.10420365919083448,0.12358301035780381,-0.41075070166556027
c_14413,gru,-0.049911987057409825,0.16630657424692946,0.003650144673883915,0.02194828851723105,0.05189646719572063,-14.0,0.13223349205497356,0.17349178616250868,-0.08827587381656787
c_14413,ridge,-0.04591692333272801,0.16630657424692946,0.017971192831117127,0.10806062786449906,0.07811788102788231,-26.0,0.13355638715375992,0.17211117958169628,-0.07102430620332956
c_14416,gru,0.007249097167743721,0.2652086440202514,0.01022050715982914,0.038537609502082064,0.14674712990766764,30.0,0.15881673783416259,0.2640020781089472,0.009078295934115022
c_14416,ridge,0.003979517007962094,0.2652086440202514,0.021557821422074894,0.0812862699167103,-0.04417942689058352,44.0,0.15908247964180386,0.2670606241604019,-0.014014976276989222
c_14417,gru,-0.0014075482811886503,0.06549632841566351,0.002936769276857376,0.04483868558584797,0.018878445038454872,-51.0,0.04828168366675371,0.06552184669452864,-0.0007793795658590508
c_14417,ridge,-0.0017965832142111358,0.06549632841566351,0.005797630897693569,0.08851841069471399,-0.020048770490612253,-18.0,0.04861330958194419,0.06589260391958021,-0.012137300384729821
c_14435,gru,0.0012237985423017763,0.01801199914431654,0.002138559240847826,0.11872969922512025,-0.02291501971787438,-12.0,0.014528946583973414,0.018228236131060893,-0.02415445005787875
c_14435,ridge,-0.00018931796424885108,0.01801199914431654,0.004116490088085812,0.22854154361786758,0.020017084894847464,-32.0,0.015077897053446426,0.01839687644447781,-0.043192240131205484
c_14471,gru,-0.02026819172417965,0.044625229791021306,0.0015139550669118762,0.0339259892666477,0.03215991128966668,12.0,0.03649847791439608,0.04899140030940271,-0.20525453705478514
c_14471,ridge,-0.02071279332146504,0.044625229791021306,0.007897457872760503,0.17697293458754332,0.5095636831940624,0.0,0.0343835767317178,0.04608290280363771,-0.06639653392367117
c_14820,gru,-0.005786125823471124,0.09843437896040558,0.022598201408982277,0.2295763090868102,0.1591538271098535,-38.0,0.06403149313062982,0.09759830258591538,0.01691534348289747
c_14820,ridge,-0.008498033932172671,0.09843437896040558,0.02006578679095385,0.20384937663928523,0.4796143914271507,0.0,0.06047658715924428,0.09093704355580826,0.146530411897282
c_14855,gru,-0.02983583185233334,0.04529300042602047,0.0050275372341275215,0.11100031322365743,0.34409008867452995,1.0,0.04056243295092253,0.05301133680129972,-0.3698573030298735
c_14855,ridge,-0.03252591372294022,0.04529300042602047,0.015131474310420208,0.3340797511336276,0.4233001477888456,0.0,0.04091457994176124,0.052517949896893165,-0.3444769044538252
c_14886,gru,-0.003979286257577117,0.046925170457438097,0.0065771895460784435,0.14016335970572685,0.3065709137089426,1.0,0.03636491436348205,0.04551734045009032,0.0591030962809691
c_14886,ridge,-0.006999770919527054,0.046925170457438097,0.014570740875004807,0.3105101320456728,0.35039003637884936,-2.0,0.035374661902811896,0.0445435449072042,0.09893144277498478
c_1494,gru,-0.010077568159516496,0.07906002292852038,0.002477084519341588,0.03133169492729803,-0.00549826159549259,-2.0,0.05727300776519073,0.07975170276221352,-0.01757412887220733
c_1494,ridge,-0.009224257474746781,0.07906002292852038,0.019358724395252137,0.24486110271881298,0.16711348347526736,32.0,0.0550882853123214,0.0787324557565649,0.008269377111626453
c_14964,gru,0.04845319388248848,0.1769553210712143,0.005730271805077791,0.0323825910992057,-0.35593729647976824,45.0,0.15076650535746458,0.18551435521351664,-0.09907616455924662
c_14964,ridge,0.046452103029521706,0.1769553210712143,0.015356750870093425,0.08678321045747597,-0.07437459074688568,-17.0,0.1498579678079607,0.18469172449776733,-0.08935045681175158
c_15030,gru,-0.1556604894375585,0.12886682900422206,0.009318039752542973,0.07230751175104717,-0.32415788602281104,43.0,0.17074596928359284,0.2042110726171088,-1.5111710084805328
c_15030,ridge,-0.1550096032032469,0.12886682900422206,0.015304915052749753,0.1187653577806925,0.12467976366058565,-38.0,0.1678726425811828,0.20094045476575043,-1.4313779707188106
